,reflectance,weight,label
59,24.825416383759624,5.961339638084054,1
60,22.731895901519575,4.6873356856730455,1
61,24.961098954534577,4.527614697701338,1
62,25.906305645890797,5.532518541531474,1
63,25.85710053507886,5.986590967677678,1
64,24.85297507157883,5.820290804865753,1
65,23.10850416107932,4.945354899818721,1
66,24.254566878841896,5.773861213288582,1
67,23.79705257218149,3.392531261437079,1
68,24.82477794806474,4.447092061516988,1
69,25.408920360147004,5.429820261397764,1
70,22.861968195335084,4.911769878599967,1
71,21.425493105104824,2.60820502726176,1
72,24.889282277936548,3.9620574718729418,1
73,23.158329404877023,5.406021839052542,1
74,23.444010588615072,4.160895288977109,1
75,26.010946120095877,5.327590441995182,1
76,23.441790086343374,5.841139561259839,1
77,25.263059324645653,4.997599709308714,1
78,25.786185982973297,5.702965593104759,1
79,24.842498242243035,4.1327833186800165,1
80,23.15365471126672,4.849115871656142,1
81,23.672848251663623,5.609068876915373,1
82,21.76240174202396,3.7859329672450404,1
83,20.9434138299386,3.9859929427670826,1
84,23.971170139702572,3.641698840966302,1
85,24.24830784812842,4.76718131730762,1
86,22.922129878350404,4.510214991106058,1
87,24.1668377483015,3.904179358409655,1
88,22.943818405301464,4.493457081444653,1
89,22.465114280274317,4.859325627861794,1
90,23.76533637760122,4.877932550771826,1
91,25.752088303012396,5.20922671204791,1
92,23.527136001741166,4.229965019930903,1
93,26.28220681954812,5.7962765320838825,1
94,25.723568830680716,5.119809728671409,1
95,22.48019747051533,5.078328073850643,1
96,22.194721110852043,4.245399740698851,1
97,22.764874071551603,3.232411652741634,1
98,24.830637287871983,5.521679739340048,1
99,23.92862992035685,5.106139666714085,1
100,28.73969459230288,6.027017358229657,2
101,28.019645247257777,5.475642383026459,2
102,28.02021166904512,5.865848690817358,2
103,28.383941582090532,5.842263689925095,2
104,28.097348659852887,4.333064451517682,2
105,26.788933742139385,5.52813231774991,2
106,26.693696080176167,5.2383807535916755,2
107,27.889228535769586,5.985636852678514,2
108,28.7002141975277,4.911067700420465,2
109,28.2981162967232,5.263900111888883,2
110,29.574086567445047,6.164683324526534,2
111,28.644553450001187,5.112137884854933,2
112,28.3292112456241,5.031911559064273,2
113,27.258001015459218,5.392278716690164,2
114,28.37402709297265,6.502426163444062,2
115,27.803160034711528,5.3436344215732925,2
116,28.803437273981963,5.945924040842187,2
117,28.12199930766942,5.342430614940752,2
118,28.421986801047993,5.662222673151285,2
119,28.272214454872373,5.981740099915612,2
120,26.320680125558855,4.6933746229094115,2
121,27.900482670347575,5.324320632345684,2
122,27.47873082884827,5.681865707484622,2
123,27.689579859893914,5.112389823074849,2
124,28.38922634766223,6.145922543900717,2
125,28.84654864733451,6.133264914542972,2
126,27.515752902825458,5.395157897723622,2
127,27.203372472752356,5.195408916565772,2
128,27.758436470149622,7.058496303803542,2
129,27.372338640843957,5.042992883782928,2
130,27.822786614508576,6.1435257176081315,2
131,28.114839694669797,5.710239047818023,2
132,28.361834983360602,6.301023256218872,2
133,27.0310133118474,4.90787078253218,2
134,26.439723576488717,3.5000327014183203,2
135,27.92948050865477,6.336096970244597,2
136,27.745445168220787,5.4321628065034,2
137,28.159083912570214,5.492360806247977,2
138,27.97649729793564,4.989875143579868,2
139,28.26577704429233,5.14222293955227,2
140,27.94190267636994,5.231983732776601,2
141,28.0412328289049,5.563651974841423,2
142,27.560641949616,5.453306882720573,2
143,27.070688662014174,3.7534765348762074,2
144,28.25183707360521,6.2966086797733825,2
145,28.369685134304515,5.715370993217316,2
146,27.0561798748858,5.434208194764569,2
147,27.959357458858115,4.3615199150275625,2
148,27.62443341134114,5.6643591755961875,2
149,28.089943137927726,5.8779383752602605,2
150,27.79241794823499,5.326094024350848,2
151,27.280147924127775,5.074993509227788,2
152,28.401349058171355,5.655490352777886,2
153,26.401314670465347,4.53566256887637,2
154,27.24811497874085,5.425243066410477,2
155,27.019008804871206,4.539326230861024,2
156,28.351079636356634,6.740900088192234,2
157,26.537298784407895,5.118266884839056,2
158,27.67067919894972,6.227581861283656,2
159,27.188616921026668,4.647577816676454,2
160,27.315657523972398,5.762331275036085,2
161,29.07575089604753,5.902087139511329,2
162,28.481265775209216,5.022796276159959,2
163,27.879231664958105,4.625482903282031,2
164,27.384219044022988,4.770995545742466,2
165,27.25675928798212,5.536564462658619,2
166,27.023370298578598,4.811621438372491,2
167,29.67977272373069,6.895285146242555,2
168,29.08097948674908,5.972544446172635,2
169,28.261468925355697,5.112657271276956,2
170,27.126165388484598,5.565951356225029,2
171,29.000088889496176,7.58157060114596,2
172,29.732425754714406,6.396949712111176,2
173,26.715803284598238,5.133480890829025,2
174,28.47218830080916,6.222966622145029,2
175,28.810674231573135,5.202108363254216,2
176,26.37032860886556,4.7527528838976405,2
177,28.699641890616064,5.490850254354875,2
178,28.184123196700362,4.873655106033336,2
179,29.486269621220103,6.2475645961549855,2
180,27.40866345831653,5.620773612300876,2
181,26.822157680020318,4.955814732699048,2
182,27.763765010360473,6.55105865366059,2
183,26.940398502498166,6.376006175078802,2
184,29.490195546583923,6.677263514154486,2
185,28.27733884705537,5.692466347355833,2
186,27.67022217596271,5.917311882782199,2
187,29.29906222579898,6.447593061391552,2
188,27.706351531905206,5.931975053735928,2
189,26.913922961364783,5.611840075620931,2
190,27.80081977585607,5.595559018074653,2
191,28.77742842204879,5.305676626958079,2
192,28.444038926305186,6.162530607560459,2
193,28.414699108578827,4.792008034426603,2
194,28.86923602063724,5.383916487412518,2
195,26.650728137047427,5.420212935380687,2
196,27.49205510172287,6.149025226888506,2
197,29.157397284159078,7.03538980385107,2
198,27.74184642733533,5.0322802280774575,2
199,27.62986636085719,5.395877791625176,2
